Name,Album,Artist,Release_date,Length,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Valence,Loudness,Speechiness,Tempo,Time_signature
Fading Love,Fading Love,Burt Mitchell,6/11/2020,280750,57,0.967,0.353,0.0717,0.566,0.116,0.204,-21.734,0.0318,107.59,4
The Summer Rain,Woodland,Green Trio,25/12/2020,181448,58,0.963,0.467,0.186,0.941,0.11,0.228,-18.418,0.0386,88.52,3
Ghost Of A Chance,Trio Fascination,Joe Lovano,1/01/1998,296626,45,0.881,0.509,0.0298,0.0011,0.261,0.303,-19.928,0.0499,113.915,3
Blue Spaces,Somewhere Sometime,Oakwood Station,15/11/2019,183346,55,0.922,0.49,0.157,0.687,0.117,0.262,-18.181,0.0657,191.828,3
I Remember Clifford,I Remember Clifford,Tribute Trio,22/01/2021,297604,41,0.922,0.533,0.244,0.906,0.163,0.166,-16.662,0.0399,118.732,4
Where Are You - Remastered,The Bridge,Sonny Rollins,1962,310666,36,0.888,0.545,0.0145,0.0903,0.156,0.133,-23.17,0.0441,102.057,4
Danny´s Dream,If You Could See Me Now,Eddie Harper,4/12/2020,214091,63,0.972,0.283,0.086,0.443,0.19,0.26,-17.989,0.0461,203.925,1
Some Other Time - Live,"The Complete Village Vanguard Recordings, 1961",Bill Evans Trio,2005,298000,42,0.946,0.432,0.0658,0.944,0.693,0.121,-28.091,0.0512,124.621,4
I've Told Every Little Star,Deep In A Dream,LaSalle Street Trio,29/01/2021,253213,57,0.943,0.587,0.0575,0.865,0.0928,0.146,-22.505,0.0406,64.996,4
On a rainy night,I fall in love too easily,Astoria Three,19/02/2021,174803,26,0.965,0.463,0.126,0.796,0.112,0.065,-20.359,0.0307,105.389,4
In the Wee Small Hours of the Morning,Conner's Days,Ari Hoenig,15/05/2019,262210,53,0.83,0.412,0.0902,0.366,0.0889,0.0744,-22.841,0.0304,68.767,4
You Don't Know What Love Is,You Don't Know What Love Is,The Sweetgreens,16/10/2020,150122,57,0.854,0.581,0.0509,0.892,0.124,0.269,-25.046,0.0377,118.494,4
Stairway to the Stars,Stairway to the Stars,Figgy Mold,7/01/2021,278587,61,0.96,0.463,0.0769,0.856,0.105,0.178,-21.855,0.0389,116.2,4
Julia,Julia,The Stilltones,25/09/2020,232832,60,0.769,0.478,0.0796,0.154,0.109,0.132,-18.825,0.031,104.17,4
For the Saints,You Are My Sunshine,Cyrus Chestnut,1/07/2003,414733,39,0.941,0.467,0.0882,0.815,0.0559,0.0989,-17.336,0.046,95.911,3
Deep In A Dream,Deep In A Dream,LaSalle Street Trio,29/01/2021,282123,57,0.971,0.476,0.0808,0.828,0.0978,0.182,-21.66,0.0357,113.985,4
Late Night Walk,Late Night Walk,Henry Lindon,26/11/2019,227499,54,0.979,0.413,0.17,0.896,0.101,0.125,-21.032,0.0341,122.531,3
I Sing This Song for You,Inside Out,Juraj Stanik Trio,12/06/2020,278666,51,0.956,0.413,0.0771,0.694,0.257,0.099,-22.29,0.0381,124.912,4
"I Loves You, Porgy","I Loves You, Porgy",Ryan Turtle Trio,18/01/2021,177261,47,0.95,0.387,0.169,0.864,0.0967,0.189,-16.769,0.0353,95.746,4
Going Up,Going Up,Snorre Kirk,19/02/2021,275200,31,0.815,0.613,0.204,0.00157,0.128,0.334,-14.291,0.0602,111.83,4
When You Are Around,When You Are Around,Trois Amis,4/06/2020,191547,63,0.909,0.559,0.194,0.852,0.132,0.169,-16.927,0.0412,84.095,4
I´ll Never Smile Again,I´ll Never Smile Again,Steve Luke & Holloway,7/01/2021,245494,61,0.945,0.349,0.083,0.899,0.168,0.0771,-21.928,0.0351,62.513,4
Nardis,Jacob Karlzon Trio: Today,Jacob Karlzon Trio,1/07/2013,400800,55,0.924,0.471,0.0344,0.94,0.0856,0.118,-31.074,0.0455,118.779,4
I Fall In Love Too Easily,I'll Remember April,Sweet Nothings Band,24/08/2020,287644,53,0.946,0.391,0.151,0.863,0.23,0.107,-17.695,0.032,95.055,4
A Tribute To Oscar Peterson,A Tribute To Oscar Peterson,Ola W Jansson,2/10/2020,185944,47,0.927,0.434,0.213,0.893,0.108,0.193,-17.591,0.0357,91.755,4
Stella by Starlight,Tea for Two,Sophie Lemon Jazz,28/12/2020,302999,53,0.934,0.369,0.143,0.777,0.104,0.0849,-14.544,0.0347,79.441,3
Chimes,Chimes,Duponte et Duponte,18/09/2020,163590,63,0.863,0.458,0.0533,0.138,0.11,0.155,-20.472,0.0289,96.864,4
Serenity,Serenity,The Midnight Quartet,15/05/2020,171359,43,0.956,0.49,0.152,0.582,0.114,0.264,-16.093,0.0279,75.225,4
These Foolish Things (Remind Me of You),Blues and Ballads,Brad Mehldau Trio,3/06/2016,360706,45,0.951,0.44,0.128,0.933,0.1,0.179,-17.651,0.0425,81.028,4
All Of You,In Love,Ted Lightfoot,15/11/2019,149919,44,0.962,0.549,0.125,0.938,0.11,0.163,-18.696,0.0463,121.251,4
I Wish You Love,I Wish You Love,Hope Heights Jazz Band,11/06/2020,230107,55,0.98,0.462,0.174,0.872,0.116,0.212,-18.377,0.0365,69.302,4
Lost and Found,Lost and Found,Reese Quartet,2/10/2020,206464,59,0.918,0.488,0.153,0.384,0.141,0.155,-17.966,0.033,143.907,4
Velvet,Velvet,Claus Waidtløw,15/01/2021,272585,57,0.956,0.305,0.161,0.65,0.1,0.168,-17.145,0.0285,88.821,3
Chelsea Bridge,Chelsea Bridge,Leo Krepper,21/01/2021,303924,50,0.932,0.629,0.106,0.255,0.121,0.119,-16.942,0.0439,118.512,4
Misty,Misty,Joseph Drilbit,28/01/2021,381943,45,0.923,0.459,0.0926,0.818,0.115,0.171,-17.756,0.034,100.813,4
My Mistake,Fading Love,Burt Mitchell,6/11/2020,297750,59,0.976,0.299,0.0927,0.86,0.194,0.145,-21.554,0.032,94.891,4
Old Folks,Someday My Prince Will Come,Miles Davis,11/12/1961,314160,30,0.965,0.545,0.111,0.000629,0.0773,0.282,-14.692,0.0439,104.446,4
Blue in Green,Blue in Green,Hudson Harris & Haim,23/10/2020,229884,58,0.827,0.557,0.0593,0.772,0.108,0.15,-23.714,0.0383,117.939,4
Darn That Dream,Darn That Dream,Willowdale,8/01/2021,231886,54,0.93,0.462,0.155,0.897,0.116,0.169,-15.232,0.0344,113.82,4
I Can't Get Started,"Softly, as in a Morning Sunrise",Sal Ritter,14/12/2019,236486,54,0.984,0.577,0.0559,0.957,0.0845,0.214,-22.203,0.0518,134.247,4
Late Lament,Late Lament,Alan Broadbent Trio,15/09/2020,358404,46,0.98,0.396,0.201,0.833,0.156,0.122,-15.007,0.0343,91.439,4
Let There Be Love,Misty,Zander Jazz Trio,3/08/2020,182749,50,0.914,0.649,0.297,0.678,0.196,0.364,-14.452,0.0296,131.94,4
Fields of Home,Fields of Home,Tannenbaum Trio,14/08/2020,205261,56,0.882,0.437,0.223,0.656,0.127,0.153,-17.087,0.0327,150.692,3
Duchesse,Duchesse,The Wallraff Group,10/04/2020,210500,55,0.977,0.448,0.197,0.469,0.0955,0.262,-15.432,0.0361,122.632,3
Theme for Ernie,"Stockholm Corona Sessions, Vol. 2",Jazzagenturen,7/09/2020,442624,43,0.793,0.517,0.229,0.891,0.162,0.142,-15.116,0.0337,60.87,4
Emily,Have You Met Miss Jones?,The Blue Room Band,5/05/2020,293970,54,0.933,0.524,0.265,0.886,0.186,0.218,-15.365,0.0282,106.487,3
Dear Old Stockholm,Dear Old Stockholm,CMC 3,2/10/2020,255623,50,0.942,0.541,0.253,0.907,0.109,0.381,-16.189,0.0313,131.12,4
I Guess I'll Hang My Tears Out To Dry,I Can't Get Started,Hector Milo Trio,25/01/2021,254627,52,0.934,0.346,0.238,0.736,0.128,0.257,-16.764,0.0383,71.849,4
Love Is a Many-Splendored Thing,Pretty Ballad,Louis Silva Band,3/06/2020,163378,58,0.934,0.429,0.13,0.94,0.124,0.189,-15.57,0.0319,85.193,4
Skylark,Ballad Session,Mark Turner,2000,355600,41,0.927,0.477,0.0775,0.253,0.112,0.205,-19.338,0.0481,115.488,4
Désespérés,Désespérés,Vernon Sanders,20/11/2020,221624,60,0.987,0.344,0.0562,0.838,0.135,0.172,-20.749,0.0323,88.171,4
Stillness,Stillness,KTZ Players,11/09/2020,167270,59,0.912,0.533,0.0492,0.862,0.119,0.166,-19.517,0.0319,96.842,4
Prelude to a Kiss,Giant Steps,Brendan Maynard + 2,21/10/2020,264626,57,0.947,0.522,0.0945,0.573,0.158,0.134,-17.913,0.0365,94.084,3
Sleeper,Sleeper,Rossdale Junction,21/08/2020,225546,55,0.858,0.563,0.126,0.617,0.132,0.103,-17.326,0.0315,104.959,4
Moon River,Moon River,The Sweetgreens,23/10/2020,193512,63,0.885,0.601,0.0371,0.578,0.0991,0.121,-25.963,0.0399,112.603,4
Send In the Clowns,Ain't Misbehavin',Michael Soriano Trio,9/11/2020,206963,53,0.941,0.408,0.239,0.851,0.104,0.172,-14.704,0.0341,151.622,3
Everything Happens To Me,Presenting The Gerry Mulligan Sextet,Gerry Mulligan,1/01/1955,323373,18,0.958,0.63,0.0665,0.771,0.222,0.27,-17.453,0.0725,64.162,4
Hush,Hush,Dan Evans-Parker,15/05/2020,226958,59,0.945,0.352,0.0235,0.781,0.115,0.119,-19.128,0.0348,89.874,4
Can't Help Falling in Love,Can't Help Falling in Love,Newington Green,10/12/2020,190616,53,0.843,0.706,0.0548,0.906,0.0814,0.186,-24.024,0.0474,116.311,3
If You Could See Me Now,Moon Beams [Original Jazz Classics Remasters],Bill Evans Trio,1962,269853,23,0.927,0.528,0.115,0.557,0.232,0.0874,-21.438,0.0328,61.512,4
After You've Gone,After You've Gone,Magpie Jazz Trio,14/03/2020,184280,52,0.974,0.385,0.0787,0.848,0.113,0.147,-18.747,0.0375,60.327,4
Longing,Longing,Basinettes,2/10/2020,196783,51,0.869,0.535,0.0689,0.0292,0.0766,0.211,-21.391,0.038,123.288,4
Alone Together - Rudy Van Gelder Remaster,Quiet Kenny,Kenny Dorham,1/01/1992,190400,50,0.985,0.336,0.0619,0.891,0.11,0.197,-20.494,0.0363,60.705,4
Once I Had A Secret Love,Dear Old Stockholm,CMC 3,2/10/2020,258185,62,0.966,0.276,0.232,0.952,0.107,0.157,-17.572,0.0336,81.423,3
Ascent,Balance Point,Art Hirahara,17/04/2020,250869,64,0.945,0.465,0.0604,0.893,0.108,0.0394,-23.367,0.042,101.23,4
For Heavens Sake,House Of Jade,Eugene Lambert,20/12/2019,227333,57,0.98,0.532,0.208,0.825,0.156,0.137,-11.161,0.0328,74.393,4
Abisko,Abisko,Norberg,18/09/2020,168190,63,0.883,0.547,0.0608,0.552,0.0952,0.132,-19.962,0.0317,105.068,4
"Bewitched, Bothered and Bewildered","Songs: The Art of the Trio, Vol. 3",Brad Mehldau,15/09/1998,358533,46,0.954,0.433,0.0662,0.852,0.0713,0.162,-19.398,0.0403,107.241,4
Lower East Side,Lower East Side,Duponte et Duponte,28/08/2020,232343,55,0.905,0.386,0.131,0.0254,0.106,0.192,-14.107,0.0337,70.522,4
It's Your Smile,It's Your Smile,Wendy Marcini,14/08/2020,175971,56,0.957,0.274,0.351,0.547,0.126,0.128,-12.784,0.0362,59.043,4
Easy Living,A Drums Comes True,Massimo Faraò,24/08/2020,381653,52,0.62,0.502,0.175,0.0359,0.152,0.329,-22.095,0.0379,63.082,4
Last Dance,Waltz At Midnight,Midtown Trio,11/12/2020,208881,59,0.969,0.655,0.121,0.932,0.314,0.331,-16.842,0.0365,88.724,3
"Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers)",Kind Of Blue,Miles Davis,17/08/1959,586493,49,0.662,0.629,0.278,0.000229,0.106,0.503,-12.229,0.0329,128.453,4
Postcards,Postcards,Greydon Park Band,2/10/2020,185459,59,0.934,0.431,0.0434,0.253,0.112,0.0753,-22.086,0.031,94.182,4
Nuages ​​Creux,Nuages ​​Creux,Lydia Baskow Trio,2/12/2020,157500,64,0.775,0.279,0.0331,0.00863,0.0938,0.212,-21.254,0.041,98.321,4
In Thoughtful,Newselves,MEGTARO,24/06/2020,242600,54,0.963,0.486,0.1,0.861,0.0808,0.236,-23.329,0.0419,95.025,4
Winchester In Apple Blossom Time,Maiden Voyage,Mandevilla,22/01/2021,198701,58,0.962,0.415,0.126,0.77,0.0985,0.237,-18.253,0.0578,177.535,3
Don't Mind Me,Don't Mind Me,James Earle Trio,28/05/2020,258000,54,0.886,0.35,0.188,0.878,0.117,0.093,-17.475,0.0401,48.701,4
I Got It Bad And That Ain't Good,Night Train (Expanded Edition),Oscar Peterson Trio,1/01/1963,306226,59,0.971,0.488,0.0527,0.911,0.0882,0.193,-27.331,0.0478,49.689,4
My Ideal,My Ideal,Tate Jackson Trio,7/01/2021,230928,44,0.921,0.384,0.0808,0.912,0.224,0.111,-22.34,0.0384,111.208,4
Little Person,Weltentraum,Michael Wollny,31/01/2014,223759,35,0.887,0.464,0.0653,0.743,0.0764,0.0626,-22.124,0.0403,115.168,4
Long Ago (and Far Away),Long Ago (and Far Away),James Jackson Jazz Trio,19/03/2020,209709,54,0.922,0.674,0.159,0.865,0.128,0.298,-16.441,0.0409,120.246,4
Little waltz,The Vanguard Date,Steve Kuhn,9/04/2013,400573,44,0.931,0.377,0.0768,0.85,0.675,0.0545,-21.395,0.0462,67.136,3
Cherie,Cherie,Vernon Sanders,14/02/2020,248750,54,0.979,0.378,0.0761,0.61,0.185,0.0698,-23.045,0.0351,111.29,4
Misty Morning,Misty Morning,Mino Conte & Co,2/10/2020,193606,57,0.903,0.489,0.228,0.0912,0.124,0.18,-16.06,0.0328,73.636,4
People Time,People Time,Claudio Chiara,16/12/2020,266066,47,0.872,0.494,0.163,0.00594,0.0633,0.362,-10.576,0.0546,65.823,4
Never Let Me Go,Lil' Darlin',Alexander Martin Jazz Trio,5/10/2020,258919,56,0.924,0.436,0.157,0.753,0.381,0.185,-17.516,0.0346,84.389,4
A Time For Love,On A Misty Night,Mandevilla,16/10/2020,308187,60,0.972,0.413,0.216,0.933,0.366,0.12,-18.276,0.0323,121.925,4
L'Espace,Transitions,Joel Haynes Trio,9/06/2008,447360,45,0.875,0.456,0.282,0.586,0.904,0.155,-14.318,0.0516,121.665,4
Everytime We Say Goodbye,How Long Has This Been Going On,Billy Charlotte,25/01/2021,245713,52,0.914,0.46,0.215,0.772,0.125,0.198,-16.813,0.0291,96.269,4
Peace,Peace,Winter Jazz Trio,8/02/2021,205278,11,0.957,0.511,0.19,0.737,0.189,0.113,-15.757,0.0332,97.135,4
Landing,Landing,Red Brick Lane,15/05/2020,181389,58,0.927,0.292,0.0382,0.915,0.101,0.167,-17.212,0.0378,53.081,4
In a Sentimental Mood,The Time is Now,David Hazeltine,26/10/2018,467236,41,0.975,0.498,0.0619,0.812,0.097,0.135,-22.658,0.0373,115.231,4
Pretty Ballad,Pretty Ballad,Louis Silva Band,3/06/2020,206854,58,0.936,0.422,0.174,0.929,0.367,0.0858,-15.427,0.0378,95.089,4
Goodbye Pork Pie Hat,Ah Um,Charles Mingus,1959,342373,57,0.957,0.356,0.0937,0.096,0.209,0.278,-16.64,0.0353,86.669,3
Jazzanooga,Jazzanooga,Chattanooga Trio,25/11/2020,167569,61,0.882,0.588,0.0493,0.496,0.136,0.202,-20.4,0.0355,99.929,4
Vesper,Vesper,Dries Riesen,21/08/2020,254060,61,0.92,0.153,0.0186,0.376,0.107,0.167,-21.146,0.0399,82.152,4
It Never Entered My Mind,Acceptance,Billy Childs,28/08/2020,312146,43,0.941,0.521,0.0774,0.926,0.118,0.183,-23.987,0.0418,120.755,4
Litania,Litania,Sparrow & Bird,25/09/2020,235174,62,0.596,0.531,0.0282,0.314,0.114,0.157,-20.689,0.0337,94.739,4
Stardust,Two Of A Mind,Paul Desmond,25/05/1996,503226,16,0.975,0.512,0.0764,0.000566,0.13,0.346,-19.709,0.0589,115.376,4
Fading Love,Fading Love,Burt Mitchell,6/11/2020,280750,57,0.967,0.353,0.0717,0.566,0.116,0.204,-21.734,0.0318,107.59,4
The Summer Rain,Woodland,Green Trio,25/12/2020,181448,58,0.963,0.467,0.186,0.941,0.11,0.228,-18.418,0.0386,88.52,3
Ghost Of A Chance,Trio Fascination,Joe Lovano,1/01/1998,296626,45,0.881,0.509,0.0298,0.0011,0.261,0.303,-19.928,0.0499,113.915,3
Blue Spaces,Somewhere Sometime,Oakwood Station,15/11/2019,183346,55,0.922,0.49,0.157,0.687,0.117,0.262,-18.181,0.0657,191.828,3
I Remember Clifford,I Remember Clifford,Tribute Trio,22/01/2021,297604,41,0.922,0.533,0.244,0.906,0.163,0.166,-16.662,0.0399,118.732,4
Where Are You - Remastered,The Bridge,Sonny Rollins,1962,310666,36,0.888,0.545,0.0145,0.0903,0.156,0.133,-23.17,0.0441,102.057,4
Danny´s Dream,If You Could See Me Now,Eddie Harper,4/12/2020,214091,63,0.972,0.283,0.086,0.443,0.19,0.26,-17.989,0.0461,203.925,1
Some Other Time - Live,"The Complete Village Vanguard Recordings, 1961",Bill Evans Trio,2005,298000,42,0.946,0.432,0.0658,0.944,0.693,0.121,-28.091,0.0512,124.621,4
I've Told Every Little Star,Deep In A Dream,LaSalle Street Trio,29/01/2021,253213,57,0.943,0.587,0.0575,0.865,0.0928,0.146,-22.505,0.0406,64.996,4
On a rainy night,I fall in love too easily,Astoria Three,19/02/2021,174803,26,0.965,0.463,0.126,0.796,0.112,0.065,-20.359,0.0307,105.389,4
In the Wee Small Hours of the Morning,Conner's Days,Ari Hoenig,15/05/2019,262210,53,0.83,0.412,0.0902,0.366,0.0889,0.0744,-22.841,0.0304,68.767,4
You Don't Know What Love Is,You Don't Know What Love Is,The Sweetgreens,16/10/2020,150122,57,0.854,0.581,0.0509,0.892,0.124,0.269,-25.046,0.0377,118.494,4
Stairway to the Stars,Stairway to the Stars,Figgy Mold,7/01/2021,278587,61,0.96,0.463,0.0769,0.856,0.105,0.178,-21.855,0.0389,116.2,4
Julia,Julia,The Stilltones,25/09/2020,232832,60,0.769,0.478,0.0796,0.154,0.109,0.132,-18.825,0.031,104.17,4
For the Saints,You Are My Sunshine,Cyrus Chestnut,1/07/2003,414733,39,0.941,0.467,0.0882,0.815,0.0559,0.0989,-17.336,0.046,95.911,3
Deep In A Dream,Deep In A Dream,LaSalle Street Trio,29/01/2021,282123,57,0.971,0.476,0.0808,0.828,0.0978,0.182,-21.66,0.0357,113.985,4
Late Night Walk,Late Night Walk,Henry Lindon,26/11/2019,227499,54,0.979,0.413,0.17,0.896,0.101,0.125,-21.032,0.0341,122.531,3
I Sing This Song for You,Inside Out,Juraj Stanik Trio,12/06/2020,278666,51,0.956,0.413,0.0771,0.694,0.257,0.099,-22.29,0.0381,124.912,4
"I Loves You, Porgy","I Loves You, Porgy",Ryan Turtle Trio,18/01/2021,177261,47,0.95,0.387,0.169,0.864,0.0967,0.189,-16.769,0.0353,95.746,4
Going Up,Going Up,Snorre Kirk,19/02/2021,275200,31,0.815,0.613,0.204,0.00157,0.128,0.334,-14.291,0.0602,111.83,4
When You Are Around,When You Are Around,Trois Amis,4/06/2020,191547,63,0.909,0.559,0.194,0.852,0.132,0.169,-16.927,0.0412,84.095,4
I´ll Never Smile Again,I´ll Never Smile Again,Steve Luke & Holloway,7/01/2021,245494,61,0.945,0.349,0.083,0.899,0.168,0.0771,-21.928,0.0351,62.513,4
Nardis,Jacob Karlzon Trio: Today,Jacob Karlzon Trio,1/07/2013,400800,55,0.924,0.471,0.0344,0.94,0.0856,0.118,-31.074,0.0455,118.779,4
I Fall In Love Too Easily,I'll Remember April,Sweet Nothings Band,24/08/2020,287644,53,0.946,0.391,0.151,0.863,0.23,0.107,-17.695,0.032,95.055,4
A Tribute To Oscar Peterson,A Tribute To Oscar Peterson,Ola W Jansson,2/10/2020,185944,47,0.927,0.434,0.213,0.893,0.108,0.193,-17.591,0.0357,91.755,4
Stella by Starlight,Tea for Two,Sophie Lemon Jazz,28/12/2020,302999,53,0.934,0.369,0.143,0.777,0.104,0.0849,-14.544,0.0347,79.441,3
Chimes,Chimes,Duponte et Duponte,18/09/2020,163590,63,0.863,0.458,0.0533,0.138,0.11,0.155,-20.472,0.0289,96.864,4
Serenity,Serenity,The Midnight Quartet,15/05/2020,171359,43,0.956,0.49,0.152,0.582,0.114,0.264,-16.093,0.0279,75.225,4
These Foolish Things (Remind Me of You),Blues and Ballads,Brad Mehldau Trio,3/06/2016,360706,45,0.951,0.44,0.128,0.933,0.1,0.179,-17.651,0.0425,81.028,4
All Of You,In Love,Ted Lightfoot,15/11/2019,149919,44,0.962,0.549,0.125,0.938,0.11,0.163,-18.696,0.0463,121.251,4
I Wish You Love,I Wish You Love,Hope Heights Jazz Band,11/06/2020,230107,55,0.98,0.462,0.174,0.872,0.116,0.212,-18.377,0.0365,69.302,4
Lost and Found,Lost and Found,Reese Quartet,2/10/2020,206464,59,0.918,0.488,0.153,0.384,0.141,0.155,-17.966,0.033,143.907,4
Velvet,Velvet,Claus Waidtløw,15/01/2021,272585,57,0.956,0.305,0.161,0.65,0.1,0.168,-17.145,0.0285,88.821,3
Chelsea Bridge,Chelsea Bridge,Leo Krepper,21/01/2021,303924,50,0.932,0.629,0.106,0.255,0.121,0.119,-16.942,0.0439,118.512,4
Misty,Misty,Joseph Drilbit,28/01/2021,381943,45,0.923,0.459,0.0926,0.818,0.115,0.171,-17.756,0.034,100.813,4
My Mistake,Fading Love,Burt Mitchell,6/11/2020,297750,59,0.976,0.299,0.0927,0.86,0.194,0.145,-21.554,0.032,94.891,4
Old Folks,Someday My Prince Will Come,Miles Davis,11/12/1961,314160,30,0.965,0.545,0.111,0.000629,0.0773,0.282,-14.692,0.0439,104.446,4
Blue in Green,Blue in Green,Hudson Harris & Haim,23/10/2020,229884,58,0.827,0.557,0.0593,0.772,0.108,0.15,-23.714,0.0383,117.939,4
Darn That Dream,Darn That Dream,Willowdale,8/01/2021,231886,54,0.93,0.462,0.155,0.897,0.116,0.169,-15.232,0.0344,113.82,4
I Can't Get Started,"Softly, as in a Morning Sunrise",Sal Ritter,14/12/2019,236486,54,0.984,0.577,0.0559,0.957,0.0845,0.214,-22.203,0.0518,134.247,4
Late Lament,Late Lament,Alan Broadbent Trio,15/09/2020,358404,46,0.98,0.396,0.201,0.833,0.156,0.122,-15.007,0.0343,91.439,4
Let There Be Love,Misty,Zander Jazz Trio,3/08/2020,182749,50,0.914,0.649,0.297,0.678,0.196,0.364,-14.452,0.0296,131.94,4
Fields of Home,Fields of Home,Tannenbaum Trio,14/08/2020,205261,56,0.882,0.437,0.223,0.656,0.127,0.153,-17.087,0.0327,150.692,3
Duchesse,Duchesse,The Wallraff Group,10/04/2020,210500,55,0.977,0.448,0.197,0.469,0.0955,0.262,-15.432,0.0361,122.632,3
Theme for Ernie,"Stockholm Corona Sessions, Vol. 2",Jazzagenturen,7/09/2020,442624,43,0.793,0.517,0.229,0.891,0.162,0.142,-15.116,0.0337,60.87,4
Emily,Have You Met Miss Jones?,The Blue Room Band,5/05/2020,293970,54,0.933,0.524,0.265,0.886,0.186,0.218,-15.365,0.0282,106.487,3
Dear Old Stockholm,Dear Old Stockholm,CMC 3,2/10/2020,255623,50,0.942,0.541,0.253,0.907,0.109,0.381,-16.189,0.0313,131.12,4
I Guess I'll Hang My Tears Out To Dry,I Can't Get Started,Hector Milo Trio,25/01/2021,254627,52,0.934,0.346,0.238,0.736,0.128,0.257,-16.764,0.0383,71.849,4
Love Is a Many-Splendored Thing,Pretty Ballad,Louis Silva Band,3/06/2020,163378,58,0.934,0.429,0.13,0.94,0.124,0.189,-15.57,0.0319,85.193,4
Skylark,Ballad Session,Mark Turner,2000,355600,41,0.927,0.477,0.0775,0.253,0.112,0.205,-19.338,0.0481,115.488,4
Désespérés,Désespérés,Vernon Sanders,20/11/2020,221624,60,0.987,0.344,0.0562,0.838,0.135,0.172,-20.749,0.0323,88.171,4
Stillness,Stillness,KTZ Players,11/09/2020,167270,59,0.912,0.533,0.0492,0.862,0.119,0.166,-19.517,0.0319,96.842,4
Prelude to a Kiss,Giant Steps,Brendan Maynard + 2,21/10/2020,264626,57,0.947,0.522,0.0945,0.573,0.158,0.134,-17.913,0.0365,94.084,3
Sleeper,Sleeper,Rossdale Junction,21/08/2020,225546,55,0.858,0.563,0.126,0.617,0.132,0.103,-17.326,0.0315,104.959,4
Moon River,Moon River,The Sweetgreens,23/10/2020,193512,63,0.885,0.601,0.0371,0.578,0.0991,0.121,-25.963,0.0399,112.603,4
Send In the Clowns,Ain't Misbehavin',Michael Soriano Trio,9/11/2020,206963,53,0.941,0.408,0.239,0.851,0.104,0.172,-14.704,0.0341,151.622,3
Everything Happens To Me,Presenting The Gerry Mulligan Sextet,Gerry Mulligan,1/01/1955,323373,18,0.958,0.63,0.0665,0.771,0.222,0.27,-17.453,0.0725,64.162,4
Hush,Hush,Dan Evans-Parker,15/05/2020,226958,59,0.945,0.352,0.0235,0.781,0.115,0.119,-19.128,0.0348,89.874,4
Can't Help Falling in Love,Can't Help Falling in Love,Newington Green,10/12/2020,190616,53,0.843,0.706,0.0548,0.906,0.0814,0.186,-24.024,0.0474,116.311,3
If You Could See Me Now,Moon Beams [Original Jazz Classics Remasters],Bill Evans Trio,1962,269853,23,0.927,0.528,0.115,0.557,0.232,0.0874,-21.438,0.0328,61.512,4
After You've Gone,After You've Gone,Magpie Jazz Trio,14/03/2020,184280,52,0.974,0.385,0.0787,0.848,0.113,0.147,-18.747,0.0375,60.327,4
Longing,Longing,Basinettes,2/10/2020,196783,51,0.869,0.535,0.0689,0.0292,0.0766,0.211,-21.391,0.038,123.288,4
Alone Together - Rudy Van Gelder Remaster,Quiet Kenny,Kenny Dorham,1/01/1992,190400,50,0.985,0.336,0.0619,0.891,0.11,0.197,-20.494,0.0363,60.705,4
Once I Had A Secret Love,Dear Old Stockholm,CMC 3,2/10/2020,258185,62,0.966,0.276,0.232,0.952,0.107,0.157,-17.572,0.0336,81.423,3
Ascent,Balance Point,Art Hirahara,17/04/2020,250869,64,0.945,0.465,0.0604,0.893,0.108,0.0394,-23.367,0.042,101.23,4
For Heavens Sake,House Of Jade,Eugene Lambert,20/12/2019,227333,57,0.98,0.532,0.208,0.825,0.156,0.137,-11.161,0.0328,74.393,4
Abisko,Abisko,Norberg,18/09/2020,168190,63,0.883,0.547,0.0608,0.552,0.0952,0.132,-19.962,0.0317,105.068,4
"Bewitched, Bothered and Bewildered","Songs: The Art of the Trio, Vol. 3",Brad Mehldau,15/09/1998,358533,46,0.954,0.433,0.0662,0.852,0.0713,0.162,-19.398,0.0403,107.241,4
Lower East Side,Lower East Side,Duponte et Duponte,28/08/2020,232343,55,0.905,0.386,0.131,0.0254,0.106,0.192,-14.107,0.0337,70.522,4
It's Your Smile,It's Your Smile,Wendy Marcini,14/08/2020,175971,56,0.957,0.274,0.351,0.547,0.126,0.128,-12.784,0.0362,59.043,4
Easy Living,A Drums Comes True,Massimo Faraò,24/08/2020,381653,52,0.62,0.502,0.175,0.0359,0.152,0.329,-22.095,0.0379,63.082,4
Last Dance,Waltz At Midnight,Midtown Trio,11/12/2020,208881,59,0.969,0.655,0.121,0.932,0.314,0.331,-16.842,0.0365,88.724,3
"Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers)",Kind Of Blue,Miles Davis,17/08/1959,586493,49,0.662,0.629,0.278,0.000229,0.106,0.503,-12.229,0.0329,128.453,4
Postcards,Postcards,Greydon Park Band,2/10/2020,185459,59,0.934,0.431,0.0434,0.253,0.112,0.0753,-22.086,0.031,94.182,4
Nuages ​​Creux,Nuages ​​Creux,Lydia Baskow Trio,2/12/2020,157500,64,0.775,0.279,0.0331,0.00863,0.0938,0.212,-21.254,0.041,98.321,4
